id,host_id,neighbourhood_group_cleansed,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,bathrooms_text,price,host_is_superhost,number_of_reviews,review_scores_rating,availability_365,estimated_occupancy_l365d,estimated_revenue_l365d
759901,873273,Bronx,Allerton,40.8666,-73.85532,Private room in townhouse,Private room,1,,,1.5 shared baths,53.68,false,49,4.71,270,0,0
23139647,11305944,Bronx,Allerton,40.86384,-73.86364,Entire home,Entire home/apt,12,3,,2 baths,285.92,false,25,4.56,365,0,0
17876530,11305944,Bronx,Allerton,40.86762,-73.85688,Entire home,Entire home/apt,6,2,,1 bath,177.2,false,166,4.65,218,0,0
30109916,22694324,Bronx,Allerton,40.87005,-73.84729,Entire townhouse,Entire home/apt,4,1,,1 bath,101.4,true,287,4.97,105,180,18252
695842144607730490,38013656,Bronx,Allerton,40.86757,-73.85341,Entire rental unit,Entire home/apt,3,1,,1 bath,70.43,false,10,5.0,159,60,4226
41075946,127227897,Bronx,Allerton,40.86823,-73.85762,Entire home,Entire home/apt,4,2,,1.5 baths,573.93,false,7,4.57,355,0,0
52451077,147621812,Bronx,Allerton,40.8634,-73.86801,Private room in rental unit,Private room,2,,,1 shared bath,193.6,false,2,5.0,365,0,0
38573488,148525638,Bronx,Allerton,40.86237,-73.85278,Private room in home,Private room,2,,,1.5 baths,54.57,true,26,4.88,256,60,3274
37240374,148525638,Bronx,Allerton,40.86237,-73.85278,Private room in home,Private room,2,,,1.5 shared baths,54.57,true,53,4.94,255,60,3274
37325442,148525638,Bronx,Allerton,40.86237,-73.85278,Private room in home,Private room,2,1,1,2.5 baths,114.5,true,235,4.89,234,255,29198
601341275822151601,156583372,Bronx,Allerton,40.859352,-73.864983,Entire home,Entire home/apt,4,2,,1 bath,97.0,false,32,4.88,223,60,5820
949234336228113845,156583372,Bronx,Allerton,40.859028414108977,-73.86400837422417,Private room in home,Private room,1,,,1 shared bath,55.33,false,4,5.0,40,0,0
968918209588155433,156583372,Bronx,Allerton,40.858174227707686,-73.864087459470909,Private room in home,Private room,1,,,1 bath,45.73,false,12,4.67,47,255,11661
602029215213888162,156583372,Bronx,Allerton,40.859352,-73.864983,Private room in home,Private room,2,,,1 shared bath,46.47,false,27,4.85,223,180,8365
602019372802508438,156583372,Bronx,Allerton,40.859352,-73.864983,Private room in home,Private room,2,,,1 shared bath,47.2,false,24,4.96,164,240,11328
968922429264222420,156583372,Bronx,Allerton,40.8588,-73.8641,Private room in home,Private room,1,,,1 bath,46.47,false,6,4.83,258,60,2788
1628392912777841397,166371414,Bronx,Allerton,40.870768022293859,-73.847396126608388,Entire rental unit,Entire home/apt,6,3,,1 bath,201.4,true,0,,365,0,0
27343189,204036615,Bronx,Allerton,40.8693,-73.85644,Entire guest suite,Entire home/apt,2,1,,1 bath,77.29,false,158,4.77,202,62,4792
734810929658737801,233528692,Bronx,Allerton,40.86477,-73.86185,Private room in rental unit,Private room,1,,,1 private bath,88.92,,11,4.91,179,0,0
54281443,263266237,Bronx,Allerton,40.86982,-73.84657,Private room in rental unit,Private room,4,2,,1 bath,100.11,false,4,5.0,365,0,0
35996222,270796745,Bronx,Allerton,40.867287526292031,-73.851127598790484,Private room in rental unit,Private room,2,1,2,1 shared bath,165.5,false,234,4.72,238,255,42203
774129193889231826,298146946,Bronx,Allerton,40.864949717183634,-73.865408375859261,Private room in rental unit,Private room,1,,,1.5 shared baths,95.87,false,0,,360,0,0
781949645524311249,299371992,Bronx,Allerton,40.87137,-73.84849,Entire rental unit,Entire home/apt,8,3,,1.5 baths,139.19,false,10,4.8,348,0,0
984278704291135597,299371992,Bronx,Allerton,40.870717286503023,-73.847323271445021,Entire rental unit,Entire home/apt,4,2,,1 bath,109.17,false,0,,261,0,0
1294910428499824072,299371992,Bronx,Allerton,40.86938,-73.84792,Entire rental unit,Entire home/apt,2,1,,1 bath,79.1,false,1,5.0,350,60,4746
1492051020588870430,342223816,Bronx,Allerton,40.87021,-73.84757,Entire rental unit,Entire home/apt,4,2,,1 bath,153.4,true,2,5.0,159,120,18408
792250086445040724,438274260,Bronx,Allerton,40.86023,-73.85618,Private room in home,Private room,2,,,1 shared bath,553.1,false,0,,365,0,0
683996557814541468,459355799,Bronx,Allerton,40.86837,-73.85339,Casa particular,Entire home/apt,2,1,,1 bath,125.32,false,33,4.52,365,0,0
801606628280383620,471441645,Bronx,Allerton,40.867470999999988,-73.861057,Entire rental unit,Entire home/apt,3,1,,1 bath,147.17,true,40,4.93,314,0,0
746852890077275772,471441645,Bronx,Allerton,40.86777,-73.86018,Entire rental unit,Entire home/apt,2,1,,1 bath,104.12,true,32,4.75,365,120,12494
835034745398769498,471441645,Bronx,Allerton,40.867470999999988,-73.861057,Entire rental unit,Entire home/apt,3,1,,1 bath,123.0,true,43,4.88,365,60,7380
679793888125076039,471726877,Bronx,Allerton,40.863409999999988,-73.8659519,Private room in rental unit,Private room,2,,,1 shared bath,79.47,false,37,5.0,365,0,0
777572930730588568,474691192,Bronx,Allerton,40.8666145,-73.854977699999992,Private room in home,Private room,1,,,1 private bath,553.1,false,0,,365,0,0
831804006273315173,492828448,Bronx,Allerton,40.864579747988927,-73.86002732597801,Entire rental unit,Entire home/apt,2,1,,1 bath,71.5,false,1,1.0,136,60,4290
964235915747817963,533417390,Bronx,Allerton,40.8644722,-73.8512447,Private room in townhouse,Private room,2,,,1 private bath,113.82,false,0,,365,0,0
1060352217117589168,553991417,Bronx,Allerton,40.866777123762418,-73.85800396544218,Private room in rental unit,Private room,1,,,1 bath,64.71,false,0,,89,0,0
1060138677215669245,553991417,Bronx,Allerton,40.86534,-73.8597,Private room in rental unit,Private room,2,,,1 private bath,73.56,false,0,,89,0,0
1060302258730794153,553991417,Bronx,Allerton,40.866577274272245,-73.859739706013727,Private room in rental unit,Private room,1,,,1 bath,64.71,false,0,,89,0,0
1248190326319487839,652674526,Bronx,Allerton,40.863760913690832,-73.86738606576732,Private room in condo,Private room,1,3,,1.5 shared baths,69.53,false,0,,365,0,0
1530645881335000694,666341851,Bronx,Allerton,40.862192775144045,-73.862375,Entire rental unit,Entire home/apt,6,3,,2 baths,183.17,true,0,,318,0,0
32502180,244217480,Staten Island,Arden Heights,40.54652,-74.17551,Entire rental unit,Entire home/apt,4,1,,1 bath,141.3,false,25,4.88,276,60,8478
795186991590914531,409793930,Staten Island,Arden Heights,40.548724238082734,-74.170545659208926,Entire guest suite,Entire home/apt,2,1,,1 bath,129.89,false,14,4.93,253,120,15587
23219361,59966705,Staten Island,Arrochar,40.59273,-74.07552,Entire rental unit,Entire home/apt,2,,,1 bath,86.13,false,91,4.91,292,0,0
16123943,104661811,Staten Island,Arrochar,40.59623,-74.06905,Private room in townhouse,Private room,2,1,,1 shared bath,274.12,false,12,4.92,269,0,0
48758785,121399223,Staten Island,Arrochar,40.58541,-74.07033,Entire rental unit,Entire home/apt,2,,,1 bath,119.57,true,189,4.91,337,180,21523
1406657765905666238,228608906,Staten Island,Arrochar,40.5921602,-74.0699777,Private room in home,Private room,2,1,1,1 private bath,158.0,false,21,4.62,312,255,40290
580589040494696466,255845850,Staten Island,Arrochar,40.59377,-74.07712,Entire rental unit,Entire home/apt,2,1,,1 bath,87.04,false,1,5.0,365,0,0
38645666,274605727,Staten Island,Arrochar,40.59787,-74.06296,Entire rental unit,Entire home/apt,2,1,,1 bath,87.77,false,29,4.62,364,0,0
1266682491308851581,295394112,Staten Island,Arrochar,40.597138247192056,-74.063089618486217,Entire guest suite,Entire home/apt,2,,,1 bath,113.18,true,3,5.0,354,180,20372
53815424,435914865,Staten Island,Arrochar,40.59139,-74.07612,Entire guest suite,Entire home/apt,2,1,1,1 bath,265.0,false,65,4.72,146,77,20405
774720286543224436,435914865,Staten Island,Arrochar,40.59161,-74.0777,Entire home,Entire home/apt,7,3,,2 baths,308.84,false,0,,270,0,0
826261336861117040,500973489,Staten Island,Arrochar,40.5977843,-74.067506600000016,Entire rental unit,Entire home/apt,6,3,,1 bath,132.58,false,40,4.53,364,0,0
907088727200673307,518350160,Staten Island,Arrochar,40.59318,-74.07662,Entire home,Entire home/apt,4,2,2,1.5 baths,317.0,true,84,4.92,63,243,77031
1412405909508325835,693357465,Staten Island,Arrochar,40.59646,-74.07964,Entire rental unit,Entire home/apt,2,1,,1 bath,79.76,false,1,5.0,365,60,4786
6520350,4089529,Queens,Arverne,40.59411,-73.79647,Shared room in home,Shared room,2,,,1.5 shared baths,561.57,false,115,4.88,365,0,0
41321694,7167968,Queens,Arverne,40.5943,-73.79492,Entire bungalow,Entire home/apt,5,3,,2 baths,230.3,true,64,4.86,144,240,55272
1124737195407142770,7336289,Queens,Arverne,40.5931,-73.79652,Private room in home,Private room,1,,,1 private bath,37.49,true,1,5.0,364,0,0
1121908053293137461,7336289,Queens,Arverne,40.592412267194405,-73.798584405183462,Private room in home,Private room,1,,,1 bath,35.49,true,5,5.0,138,180,6388
34670672,8893700,Queens,Arverne,40.588119506835938,-73.795448303222656,Private room in townhouse,Private room,2,2,2,2 baths,289.98,true,96,4.93,108,255,73945
12221970,9040879,Queens,Arverne,40.59349,-73.78829,Houseboat,Entire home/apt,8,4,,0 baths,764.0,true,20,4.6,365,0,0
48622476,10457300,Queens,Arverne,40.59333,-73.79647,Entire rental unit,Entire home/apt,4,2,,2 baths,140.53,false,9,5.0,30,0,0
26554937,10457300,Queens,Arverne,40.59263,-73.7964,Entire loft,Entire home/apt,2,2,,1 bath,96.9,false,88,4.9,149,0,0
45748772,15929157,Queens,Arverne,40.59310843825633,-73.793376397083293,Private room in rental unit,Private room,1,,,1 shared bath,38.68,true,8,5.0,102,120,4642
588970063349178677,18679866,Queens,Arverne,40.59414,-73.79372,Entire home,Entire home/apt,6,2,,1 bath,127.23,true,25,4.64,254,0,0
590484773612652071,18679866,Queens,Arverne,40.59211,-73.79405,Entire home,Entire home/apt,3,1,,1 bath,99.27,true,30,4.83,254,60,5956
634737185619080084,19304890,Queens,Arverne,40.58659,-73.79869,Entire home,Entire home/apt,10,3,,2.5 baths,429.5,false,5,4.4,358,60,25770
6585028,19866189,Queens,Arverne,40.59059,-73.79505,Entire townhouse,Entire home/apt,8,4,,2 baths,380.16,false,61,4.87,256,180,68429
3852261,19866189,Queens,Arverne,40.58921,-73.79508,Entire townhouse,Entire home/apt,8,4,,2 baths,437.35,false,108,4.87,256,60,26241
1134125795734508054,27171421,Queens,Arverne,40.59001,-73.79456,Entire rental unit,Entire home/apt,4,3,,1 bath,115.12,false,0,,41,0,0
707958114252508497,29472753,Queens,Arverne,40.59709,-73.79926,Private room in rental unit,Private room,2,1,1,1 shared bath,186.0,false,233,4.69,327,255,47430
5947617,30877650,Queens,Arverne,40.59017,-73.78985,Private room in home,Private room,1,,,1.5 shared baths,82.97,false,0,,269,0,0
1413794859388231683,31204745,Queens,Arverne,40.590516625380012,-73.793762549757957,Entire rental unit,Entire home/apt,7,3,,2 baths,281.73,true,0,,261,0,0
16254609,36234811,Queens,Arverne,40.59145,-73.7933,Private room in townhouse,Private room,2,3,,2 baths,225.4,false,151,4.66,149,0,0
13752815,36234811,Queens,Arverne,40.5905,-73.7911,Private room in home,Private room,2,,,1 shared bath,86.66,false,120,4.74,270,0,0
16253413,36234811,Queens,Arverne,40.59206,-73.79258,Private room in home,Private room,2,,,1 private bath,85.35,false,113,4.73,240,60,5121
16449771,36234811,Queens,Arverne,40.59154,-73.79116,Private room in home,Private room,2,,,1 shared bath,76.45,false,63,4.81,270,0,0
52969085,39078221,Queens,Arverne,40.59644,-73.79458,Entire home,Entire home/apt,6,3,,1.5 baths,171.0,false,26,4.92,246,120,20520
957128607791184257,39078221,Queens,Arverne,40.59842,-73.79638,Private room in home,Private room,2,1,4,1.5 baths,456.5,false,0,,226,0,0
7894007,41619645,Queens,Arverne,40.58957,-73.79093,Entire guesthouse,Entire home/apt,3,2,,1 bath,224.49,false,93,4.94,89,60,13469
32809387,45364547,Queens,Arverne,40.59369,-73.79329,Private room in bungalow,Private room,4,2,2,1 private bath,314.0,true,63,5.0,133,90,28260
14110407,84765662,Queens,Arverne,40.589,-73.80015,Entire home,Entire home/apt,4,4,,2 baths,581.69,false,19,4.95,364,0,0
565112303079121006,85656085,Queens,Arverne,40.59434,-73.79359,Private room in rental unit,Private room,2,1,1,1 shared bath,138.5,false,60,4.83,343,179,24792
45349876,105935463,Queens,Arverne,40.59607,-73.79557,Private room in camper/rv,Private room,2,,,1 private bath,122.47,false,74,4.96,365,0,0
18806323,130897041,Queens,Arverne,40.58959,-73.80078,Private room in townhouse,Private room,2,2,6,1 private bath,270.0,true,195,4.95,267,255,68850
45067068,140233661,Queens,Arverne,40.58866,-73.79859,Entire rental unit,Entire home/apt,6,2,,1 bath,175.29,false,34,4.85,165,0,0
1255183631506767909,146136799,Queens,Arverne,40.5911,-73.80314,Private room in home,Private room,2,2,2,1 private bath,164.33,false,0,,352,0,0
43358518,151139612,Queens,Arverne,40.5885493,-73.7914637,Entire townhouse,Entire home/apt,6,2,3,2 baths,542.5,false,164,4.95,158,255,138338
53754167,152721564,Queens,Arverne,40.59221,-73.79945,Entire home,Entire home/apt,4,2,,1 bath,193.6,false,11,5.0,365,0,0
1437191465116327422,157046734,Queens,Arverne,40.592956,-73.797732000000011,Entire home,Entire home/apt,2,1,,1 bath,58.99,false,0,,335,0,0
21850834,159369488,Queens,Arverne,40.5973264,-73.7995801,Entire home,Entire home/apt,5,2,3,1 bath,642.0,false,30,4.87,255,13,8346
43379173,159369488,Queens,Arverne,40.59809,-73.8003,Entire home,Entire home/apt,7,3,,2 baths,560.34,false,6,5.0,364,0,0
24119876,181679481,Queens,Arverne,40.59855,-73.79418,Entire guest suite,Entire home/apt,7,3,,1 bath,116.23,false,48,4.94,177,0,0
24945253,187383058,Queens,Arverne,40.58717,-73.79453,Entire home,Entire home/apt,5,3,,2 baths,754.04,false,36,4.83,365,0,0
25137887,187383058,Queens,Arverne,40.58783,-73.79603,Entire home,Entire home/apt,6,3,,2 baths,1254.43,false,39,4.9,364,0,0
720175207834492731,194765199,Queens,Arverne,40.598083,-73.791935,Private room in townhouse,Private room,2,3,,2 baths,207.63,false,48,4.5,364,0,0
36974600,206531358,Queens,Arverne,40.59836,-73.79666,Entire rental unit,Entire home/apt,6,3,,2.5 baths,210.98,false,105,4.9,270,0,0
782300583829333108,211823412,Queens,Arverne,40.59662,-73.79496,Entire rental unit,Entire home/apt,4,2,,1 bath,248.36,false,4,4.5,365,0,0
638405806968345946,211823412,Queens,Arverne,40.59671,-73.7949,Entire rental unit,Entire home/apt,4,2,,1 bath,231.74,false,19,4.74,365,0,0
1603132360181831755,235893155,Queens,Arverne,40.58998,-73.78867,Private room in rental unit,Private room,6,3,,1 shared bath,49.04,false,0,,365,0,0
41527827,267735490,Queens,Arverne,40.5928,-73.79781,Entire guest suite,Entire home/apt,2,1,,1 bath,102.57,false,42,4.64,314,0,0
35614233,267735490,Queens,Arverne,40.59075,-73.79714,Entire guest suite,Entire home/apt,2,1,,1 bath,88.17,false,25,4.44,246,60,5290
49986878,267735490,Queens,Arverne,40.59282,-73.7967,Entire rental unit,Entire home/apt,4,2,,1 bath,107.55,false,23,4.83,341,0,0
861772055508285344,267735490,Queens,Arverne,40.5918942,-73.7973852,Entire home,Entire home/apt,4,2,,1 bath,116.78,false,5,4.2,345,0,0
38281533,291007533,Queens,Arverne,40.58866,-73.79362,Entire rental unit,Entire home/apt,3,1,,1 bath,124.63,true,19,4.32,365,60,7478
40289316,311055083,Queens,Arverne,40.59566,-73.79231,Private room in home,Private room,2,,,1 shared bath,89.48,false,2,5.0,364,0,0
53358037,384532776,Queens,Arverne,40.59821,-73.80003,Entire home,Entire home/apt,8,3,,1 bath,279.33,false,1,5.0,365,0,0
607933688375392709,384532776,Queens,Arverne,40.59748,-73.79986,Entire home,Entire home/apt,4,2,,1 bath,279.33,false,1,5.0,365,0,0
561438111914086714,384532776,Queens,Arverne,40.59641,-73.802,Entire home,Entire home/apt,7,3,,1 bath,279.33,false,1,5.0,365,0,0
884114210754372592,384892515,Queens,Arverne,40.59658,-73.80315,Private room in rental unit,Private room,2,1,1,1 shared bath,216.0,false,68,4.85,19,255,55080
903458940669528518,416687933,Queens,Arverne,40.595208529205777,-73.7926363784628,Private room in home,Private room,1,,,1 shared bath,49.31,true,10,5.0,164,180,8876
904968514528702932,454038764,Queens,Arverne,40.587546227982671,-73.8004786064866,Entire home,Entire home/apt,9,3,,2 baths,386.2,false,0,,365,0,0
669540391418426932,469110412,Queens,Arverne,40.597020992586174,-73.796506076721187,Entire condo,Entire home/apt,4,1,,1 bath,86.63,true,33,4.91,264,240,20791
678213347614482633,471301818,Queens,Arverne,40.59614,-73.7942,Private room in guest suite,Private room,2,2,3,1 private bath,180.0,true,143,4.99,108,255,45900
869517168278341365,510043836,Queens,Arverne,40.59798,-73.80154,Private room in home,Private room,2,,,1 shared bath,44.27,false,0,,179,0,0
921731972122044707,521073358,Queens,Arverne,40.5892,-73.79247,Private room in home,Private room,2,4,,4 baths,1056.4,false,0,,365,0,0
918141090813487912,521073358,Queens,Arverne,40.5883964,-73.7934995,Entire home,Entire home/apt,10,4,,4 baths,1079.44,false,0,,365,0,0
949211575885214022,529449711,Queens,Arverne,40.599271247345051,-73.79098884952792,Private room in townhouse,Private room,2,2,,1 bath,288.9,false,7,4.43,269,0,0
1123139068980316541,534375132,Queens,Arverne,40.59836,-73.80029,Private room in home,Private room,2,1,,1 private bath,131.5,true,42,4.74,163,179,23539
1047134824286187568,534375132,Queens,Arverne,40.59836,-73.80029,Entire rental unit,Entire home/apt,2,1,,1 bath,71.49,true,3,5.0,180,180,12868
1245074983422827345,546381868,Queens,Arverne,40.592949,-73.797854,Private room in home,Private room,2,,,1 shared bath,61.95,false,0,,97,0,0
1411151968610664657,693045698,Queens,Arverne,40.595151137713984,-73.792522248541346,Entire rental unit,Entire home/apt,6,3,,2 baths,172.05,false,1,3.0,179,60,10323
710185881341802225,7450,Queens,Astoria,40.759928,-73.923433,Entire home,Entire home/apt,4,2,2,1 bath,318.5,true,168,4.98,113,255,81218
7887966,119441,Queens,Astoria,40.75834,-73.91284,Entire home,Entire home/apt,4,2,,1 bath,105.1,true,82,4.83,160,255,26801
74680,265109,Queens,Astoria,40.77507,-73.93367,Private room in rental unit,Private room,3,1,,1 private bath,106.47,false,269,4.67,348,60,6388
115748,585166,Queens,Astoria,40.76406,-73.92266,Entire rental unit,Entire home/apt,2,1,,1 bath,117.44,false,43,4.65,88,120,14093
4037522,608396,Queens,Astoria,40.76271,-73.90882,Private room in rental unit,Private room,2,2,,1 shared bath,66.44,false,16,4.69,365,0,0
151199,722320,Queens,Astoria,40.7573,-73.91488,Entire home,Entire home/apt,3,2,2,1 bath,331.0,true,572,4.86,237,255,84405
8441969,1411399,Queens,Astoria,40.76676,-73.91276,Private room in rental unit,Private room,2,,,1 bath,71.46,false,40,4.6,365,0,0
269404,1411399,Queens,Astoria,40.76716,-73.91177,Private room in rental unit,Private room,2,,,1 bath,101.33,false,19,4.71,365,0,0
13388649,1544804,Queens,Astoria,40.76435,-73.90887,Entire rental unit,Entire home/apt,3,1,,1 bath,137.44,true,319,4.92,71,255,35047
13603364,1924750,Queens,Astoria,40.76408,-73.91262,Private room in rental unit,Private room,2,,,1 shared bath,43.79,true,122,4.8,193,180,7882
423275,2105276,Queens,Astoria,40.76456,-73.91749,Entire rental unit,Entire home/apt,3,1,,1 bath,167.8,false,42,4.74,363,0,0
1386614537821171297,2180661,Queens,Astoria,40.765415462780958,-73.923552461376957,Private room in rental unit,Private room,1,,,1 shared bath,94.78,true,0,,180,0,0
708495014350230261,2180661,Queens,Astoria,40.76495,-73.92225,Private room in rental unit,Private room,1,,,1 shared bath,87.02,true,43,4.91,364,60,5221
33776576,2312420,Queens,Astoria,40.75993,-73.91071,Entire guest suite,Entire home/apt,4,2,,1 bath,231.69,false,105,4.96,331,60,13901
14322869,2370635,Queens,Astoria,40.75708,-73.92669,Private room in home,Private room,2,,,1 private bath,112.57,false,263,4.89,364,0,0
798131035300073974,3120671,Queens,Astoria,40.759180438264195,-73.914893744753883,Private room in rental unit,Private room,2,,,1 shared bath,72.3,false,9,5.0,364,0,0
645693,3233986,Queens,Astoria,40.75702,-73.91682,Private room in rental unit,Private room,1,,,1 shared bath,84.77,true,131,4.63,265,180,15259
4264049,3250450,Queens,Astoria,40.76497,-73.91029,Private room in rental unit,Private room,1,,,1 bath,48.7,false,12,4.67,177,0,0
25235760,3250450,Queens,Astoria,40.77221,-73.92885,Private room in rental unit,Private room,1,,,1 shared bath,50.53,false,1,5.0,363,0,0
4264127,3250450,Queens,Astoria,40.75841,-73.91544,Private room in rental unit,Private room,1,,,1 shared bath,52.0,false,19,4.84,365,0,0
9839263,3250450,Queens,Astoria,40.76222,-73.92417,Private room in rental unit,Private room,1,,,1 bath,48.7,false,0,,179,0,0
4537500,3250450,Queens,Astoria,40.76421,-73.92846,Private room,Private room,1,,,1 shared bath,49.87,false,2,4.5,365,0,0
8499719,3501090,Queens,Astoria,40.76271,-73.91208,Private room in rental unit,Private room,1,,,1 shared bath,84.63,false,108,4.84,364,0,0
5389907,3641421,Queens,Astoria,40.7632,-73.92515,Entire townhouse,Entire home/apt,2,2,3,1 bath,315.14,false,14,4.86,211,0,0
647713196690082967,3861392,Queens,Astoria,40.767843367112285,-73.925619755140445,Entire condo,Entire home/apt,2,,,1 bath,207.22,false,54,4.98,365,0,0
33937466,3876092,Queens,Astoria,40.76683,-73.91775,Private room in rental unit,Private room,2,,,1 bath,110.63,false,11,5.0,363,0,0
740754,3876092,Queens,Astoria,40.76797,-73.91625,Private room in rental unit,Private room,2,,,1 shared bath,110.63,false,77,4.92,178,0,0
1010785,3898812,Queens,Astoria,40.76472,-73.9264,Entire rental unit,Entire home/apt,2,1,,1 bath,183.08,true,82,4.9,186,60,10985
1374031415107500498,4006238,Queens,Astoria,40.764620565404869,-73.927554261135342,Entire rental unit,Entire home/apt,4,2,,2 baths,173.33,false,1,5.0,131,60,10400
761835,4015459,Queens,Astoria,40.76592,-73.92707,Private room in rental unit,Private room,2,,,1 private bath,89.6,false,129,4.93,89,0,0
29338559,4666670,Queens,Astoria,40.77108,-73.92052,Private room in rental unit,Private room,1,,,1 shared bath,57.15,false,21,4.86,333,60,3429
1538567474001290969,4680813,Queens,Astoria,40.7672028,-73.9310337,Entire rental unit,Entire home/apt,2,1,,1 bath,164.72,true,3,4.33,167,180,29650
51069339,4835177,Queens,Astoria,40.76041,-73.92017,Private room in rental unit,Private room,2,2,,1 private bath,96.06,false,3,5.0,164,0,0
978386,5354308,Queens,Astoria,40.75725,-73.91811,Entire rental unit,Entire home/apt,2,1,,1 bath,113.5,false,316,4.43,279,180,20430
886492710478314470,5354308,Queens,Astoria,40.7586029,-73.9177263,Entire rental unit,Entire home/apt,4,1,,1 bath,193.03,false,8,4.38,292,120,23164
1619815480438973891,5767923,Queens,Astoria,40.7613,-73.92588,Entire rental unit,Entire home/apt,1,1,,1 bath,149.33,false,0,,169,0,0
30938864,6586697,Queens,Astoria,40.76698,-73.90921,Private room in rental unit,Private room,1,,,1 shared bath,73.12,false,4,5.0,89,0,0
29038655,6586697,Queens,Astoria,40.76678,-73.91058,Private room in rental unit,Private room,1,,,1 bath,72.0,false,33,4.94,88,0,0
31146186,6586697,Queens,Astoria,40.76758,-73.91122,Private room in rental unit,Private room,1,,,1 shared bath,77.43,false,4,5.0,88,0,0
48000739,7087479,Queens,Astoria,40.76411,-73.92063,Entire rental unit,Entire home/apt,3,2,,1 bath,558.17,false,0,,270,0,0
957997561762518256,7133387,Queens,Astoria,40.760730727413517,-73.926189701360769,Entire home,Entire home/apt,8,3,4,1 bath,489.0,true,127,4.72,18,255,124695
52260313,7301545,Queens,Astoria,40.766,-73.92827,Entire rental unit,Entire home/apt,2,,,1 bath,109.7,false,2,5.0,196,0,0
1702781,7614595,Queens,Astoria,40.76527,-73.92979,Private room in rental unit,Private room,1,,,1 shared bath,56.43,false,21,4.86,109,60,3386
1921859,9959323,Queens,Astoria,40.76963,-73.922684,Entire rental unit,Entire home/apt,4,1,,1 bath,205.53,false,71,4.9,287,180,36995
1953928,10100413,Queens,Astoria,40.76236,-73.9165,Private room in home,Private room,2,,,1 shared bath,180.87,false,88,4.47,179,0,0
14982260,10162189,Queens,Astoria,40.76815,-73.91846,Entire rental unit,Entire home/apt,3,1,,1 bath,172.93,false,152,4.95,318,0,0
774620728248082420,10164435,Queens,Astoria,40.77478,-73.93345,Entire home,Entire home/apt,2,1,,1 bath,304.9,false,45,4.64,179,0,0
28438751,10164435,Queens,Astoria,40.75708,-73.92599,Private room in home,Private room,2,1,1,1 private bath,142.0,false,405,4.56,133,255,36210
2028432,10243387,Queens,Astoria,40.7568,-73.92935,Private room in rental unit,Private room,2,1,,1 shared bath,184.01,false,29,4.97,363,0,0
799731614530696207,10577784,Queens,Astoria,40.76385,-73.92829,Private room in home,Private room,2,0,1,0 shared baths,140.0,true,44,4.86,203,255,35700
2830518,11363157,Queens,Astoria,40.76114,-73.91987,Private room in rental unit,Private room,2,,,1 bath,41.78,false,30,4.87,364,0,0
45000320,11755545,Queens,Astoria,40.76678,-73.91317,Private room in rental unit,Private room,2,,,1 shared bath,67.83,false,89,4.97,365,0,0
50145063,13693119,Queens,Astoria,40.77427,-73.9277,Private room in rental unit,Private room,2,1,1,1 shared bath,252.33,true,148,4.97,157,255,64344
6883096,14510607,Queens,Astoria,40.76385,-73.92604,Entire condo,Entire home/apt,2,1,,1 bath,116.42,true,63,4.97,318,0,0
857079026453430439,14510607,Queens,Astoria,40.767457864508359,-73.93086165189743,Entire rental unit,Entire home/apt,4,1,,1 bath,142.22,true,20,5.0,226,120,17066
23876355,16597520,Queens,Astoria,40.76491,-73.91843,Private room in rental unit,Private room,2,,,1 shared bath,65.38,false,12,4.83,245,60,3923
3760029,19250606,Queens,Astoria,40.75481,-73.916,Entire rental unit,Entire home/apt,2,1,,1 bath,144.05,false,164,4.74,365,0,0
608065350562145555,19303369,Queens,Astoria,40.77207,-73.92856,Private room in home,Private room,1,1,,1 shared bath,55.33,false,1,1.0,31,0,0
608059640162815055,19303369,Queens,Astoria,40.77175,-73.92651,Private room in home,Private room,2,,,1 shared bath,55.33,false,2,5.0,32,60,3320
719127902147162360,19338842,Queens,Astoria,40.76051,-73.92059,Entire rental unit,Entire home/apt,3,2,,1 bath,137.17,true,12,5.0,239,255,34978
44353711,20405437,Queens,Astoria,40.76954,-73.91539,Private room in rental unit,Private room,2,,,1 private bath,197.1,false,72,4.47,270,0,0
43161885,20405437,Queens,Astoria,40.76838,-73.91351,Private room in rental unit,Private room,2,,,1 bath,242.47,false,135,4.66,270,0,0
52664308,21942044,Queens,Astoria,40.758136423017,-73.923706998688814,Private room in home,Private room,2,1,1,1 shared bath,159.67,true,98,4.92,45,255,40716
1240356331100402597,21961214,Queens,Astoria,40.75397,-73.91428,Entire rental unit,Entire home/apt,4,1,,1 bath,172.56,false,0,,358,0,0
546689834460719148,23189573,Queens,Astoria,40.75497,-73.92289,Entire rental unit,Entire home/apt,2,1,,1 bath,94.06,false,13,4.77,31,0,0
1109657592376517431,23697420,Queens,Astoria,40.75758,-73.92703,Entire rental unit,Entire home/apt,2,1,,1 bath,153.47,true,5,5.0,109,240,36833
4717296,24009463,Queens,Astoria,40.76624,-73.93338,Entire rental unit,Entire home/apt,4,1,,1 bath,45.66,false,97,4.89,269,0,0
4705670,24117644,Queens,Astoria,40.75671,-73.92483,Private room in rental unit,Private room,2,,,1 shared bath,72.57,false,94,4.9,365,0,0
