id,host_id,neighbourhood_group_cleansed,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,bathrooms_text,price,host_is_superhost,number_of_reviews,review_scores_rating,availability_365,estimated_occupancy_l365d,estimated_revenue_l365d
1109675724707718441,468947930,Brooklyn,Bedford-Stuyvesant,40.67889,-73.909,Private room in rental unit,Private room,3,,,2 shared baths,96.8,false,0,,364,0,0
877760791836546905,468947930,Brooklyn,Bedford-Stuyvesant,40.67879,-73.90956,Private room in rental unit,Private room,2,,,1 private bath,79.27,false,2,4.5,365,0,0
1045020649198959247,468947930,Brooklyn,Bedford-Stuyvesant,40.677165672985538,-73.909438797505231,Private room in rental unit,Private room,1,,,1 shared bath,85.53,false,0,,269,0,0
1109657423339018730,468947930,Brooklyn,Bedford-Stuyvesant,40.678464217330543,-73.90962136383655,Private room in rental unit,Private room,3,,,2 baths,90.17,false,0,,365,0,0
1109675460093255334,468947930,Brooklyn,Bedford-Stuyvesant,40.678995903765312,-73.909385188790608,Private room in rental unit,Private room,3,,,1 private bath,112.47,false,2,3.0,318,120,13496
887825283612121065,468947930,Brooklyn,Bedford-Stuyvesant,40.67846,-73.90769,Private room in rental unit,Private room,2,,,1 shared bath,63.63,false,0,,365,0,0
878183485143735782,468947930,Brooklyn,Bedford-Stuyvesant,40.679028960953012,-73.909079510848926,Private room in rental unit,Private room,2,,,1 shared bath,83.5,false,3,4.33,365,0,0
877724198833809998,468947930,Brooklyn,Bedford-Stuyvesant,40.67691843252495,-73.909559932258631,Entire rental unit,Entire home/apt,16,5,,3 baths,583.32,false,3,4.0,365,0,0
885088822530137535,469158046,Brooklyn,Bedford-Stuyvesant,40.682842750307309,-73.923641151392133,Private room in home,Private room,2,1,,1 private bath,90.7,false,15,4.53,90,0,0
984843626459844191,470816374,Brooklyn,Bedford-Stuyvesant,40.690267094647361,-73.9296727596866,Private room in home,Private room,8,3,4,2.5 baths,539.5,true,130,4.85,263,255,137573
692677118136223825,474829712,Brooklyn,Bedford-Stuyvesant,40.68342,-73.92152,Private room in rental unit,Private room,1,,,1 shared bath,110.24,false,0,,364,0,0
1600115893657097032,476218709,Brooklyn,Bedford-Stuyvesant,40.69859,-73.94178,Private room in rental unit,Private room,1,1,,0 shared baths,81.03,true,0,,159,0,0
1600115254280673151,476218709,Brooklyn,Bedford-Stuyvesant,40.685933925443209,-73.937844007598173,Private room in rental unit,Private room,1,1,,0 shared baths,63.53,true,0,,171,0,0
913649203847330084,476583892,Brooklyn,Bedford-Stuyvesant,40.69955,-73.94516,Private room in rental unit,Private room,2,,,1.5 baths,167.03,false,1,5.0,365,0,0
913651309025783642,476583892,Brooklyn,Bedford-Stuyvesant,40.697499286047,-73.943230836843185,Private room in rental unit,Private room,2,,,1.5 baths,167.03,false,3,4.33,365,0,0
915164113918525424,476583892,Brooklyn,Bedford-Stuyvesant,40.69948,-73.94397,Private room in rental unit,Private room,2,,,1.5 baths,166.87,false,3,5.0,365,0,0
913227757411567414,476583892,Brooklyn,Bedford-Stuyvesant,40.69746,-73.94329,Private room in rental unit,Private room,2,,,1.5 baths,167.23,false,1,5.0,365,0,0
1109911011385843843,479665631,Brooklyn,Bedford-Stuyvesant,40.693220763983817,-73.929861635072854,Entire loft,Entire home/apt,8,4,6,1 bath,771.0,true,82,4.93,211,255,196605
719593216551653075,480198632,Brooklyn,Bedford-Stuyvesant,40.677087272389016,-73.916435280340067,Entire rental unit,Entire home/apt,4,1,,1 bath,192.84,false,15,4.73,364,0,0
847111592468506161,483056418,Brooklyn,Bedford-Stuyvesant,40.678945600000013,-73.9437591,Private room in rental unit,Private room,2,,,1 shared bath,58.13,false,0,,364,0,0
1020280756370673164,483056418,Brooklyn,Bedford-Stuyvesant,40.678945600000013,-73.9437591,Private room in rental unit,Private room,2,,,1 shared bath,58.13,false,0,,269,0,0
847113408334252715,483056418,Brooklyn,Bedford-Stuyvesant,40.678945600000013,-73.9437591,Private room in rental unit,Private room,2,,,1 shared bath,58.13,false,0,,364,0,0
796995020441290618,483056418,Brooklyn,Bedford-Stuyvesant,40.679334189631213,-73.9427693992298,Private room in rental unit,Private room,2,,,1 shared bath,58.13,false,1,5.0,364,0,0
847109091829310539,483056418,Brooklyn,Bedford-Stuyvesant,40.678945600000013,-73.9437591,Private room in rental unit,Private room,2,1,,1 shared bath,58.13,false,0,,364,0,0
847114373874850420,483056418,Brooklyn,Bedford-Stuyvesant,40.680067120888779,-73.943109372849165,Private room in rental unit,Private room,2,1,,1 shared bath,58.13,false,0,,364,0,0
1366771750105846963,483056418,Brooklyn,Bedford-Stuyvesant,40.6866,-73.91883,Private room in rental unit,Private room,2,,,1 private bath,57.17,false,0,,364,0,0
1384899193460350763,483056418,Brooklyn,Bedford-Stuyvesant,40.684223294820562,-73.921109237454445,Private room in rental unit,Private room,2,,,1 private bath,57.17,false,0,,364,0,0
796986371882195221,483056418,Brooklyn,Bedford-Stuyvesant,40.678945600000013,-73.9437591,Private room in rental unit,Private room,2,0,,1 shared bath,58.13,false,0,,364,0,0
1366717321390111215,483056418,Brooklyn,Bedford-Stuyvesant,40.6855,-73.91951,Private room in rental unit,Private room,2,1,,1 private bath,57.17,false,0,,365,0,0
847116877701345265,483056418,Brooklyn,Bedford-Stuyvesant,40.678945600000013,-73.9437591,Private room in rental unit,Private room,2,,,1 shared bath,58.13,false,0,,364,0,0
796993840883802349,483056418,Brooklyn,Bedford-Stuyvesant,40.678177242721624,-73.9430190394167,Private room in rental unit,Private room,2,,,1 shared bath,58.13,false,0,,364,0,0
1384909886644381502,483056418,Brooklyn,Bedford-Stuyvesant,40.685502799999988,-73.9195125,Private room in rental unit,Private room,2,1,,1 private bath,84.3,false,0,,300,0,0
1366767632362362078,483056418,Brooklyn,Bedford-Stuyvesant,40.68481,-73.91846,Private room in rental unit,Private room,2,,,1 private bath,57.17,false,0,,364,0,0
1020282701018874374,483056418,Brooklyn,Bedford-Stuyvesant,40.678945600000013,-73.9437591,Private room in rental unit,Private room,2,,,1 bath,58.13,false,1,1.0,269,60,3488
796988135828055611,483056418,Brooklyn,Bedford-Stuyvesant,40.678945600000013,-73.9437591,Private room in rental unit,Private room,2,0,,1 shared bath,58.13,false,1,3.0,364,0,0
847115675515322373,483056418,Brooklyn,Bedford-Stuyvesant,40.678945600000013,-73.9437591,Private room in rental unit,Private room,2,,,1 shared bath,58.13,false,3,5.0,364,0,0
1366723228243064949,483056418,Brooklyn,Bedford-Stuyvesant,40.6855,-73.91951,Private room in rental unit,Private room,2,1,,1 private bath,57.17,false,0,,364,0,0
1366773325407097923,483056418,Brooklyn,Bedford-Stuyvesant,40.685502799999988,-73.9195125,Private room in rental unit,Private room,2,,,1 private bath,57.17,false,0,,364,0,0
1381978832638553183,483056418,Brooklyn,Bedford-Stuyvesant,40.685502799999988,-73.9195125,Private room in rental unit,Private room,2,1,,1 private bath,57.17,false,0,,365,0,0
1020278049478659352,483056418,Brooklyn,Bedford-Stuyvesant,40.678945600000013,-73.9437591,Private room in rental unit,Private room,2,,,1 bath,58.13,false,0,,269,0,0
1384907803449419078,483056418,Brooklyn,Bedford-Stuyvesant,40.685502799999988,-73.9195125,Private room in rental unit,Private room,2,1,,1 private bath,57.17,false,0,,364,0,0
1384908805318576070,483056418,Brooklyn,Bedford-Stuyvesant,40.684904001620687,-73.918555977169532,Private room in rental unit,Private room,2,,,1 private bath,57.17,false,0,,364,0,0
796973015167154994,483056418,Brooklyn,Bedford-Stuyvesant,40.67825,-73.94287,Private room in rental unit,Private room,2,,,1 shared bath,58.13,false,0,,364,0,0
1020283766470214850,483056418,Brooklyn,Bedford-Stuyvesant,40.678945600000013,-73.9437591,Private room in rental unit,Private room,2,,,1 bath,58.13,false,0,,269,0,0
847103411295151523,483056418,Brooklyn,Bedford-Stuyvesant,40.678945600000013,-73.9437591,Private room in rental unit,Private room,2,,,1 shared bath,58.13,false,1,5.0,364,0,0
808885374393371918,483771253,Brooklyn,Bedford-Stuyvesant,40.693037332569787,-73.951983849639333,Entire townhouse,Entire home/apt,2,1,1,1 bath,265.33,true,132,4.83,127,255,67659
1379002298430265206,483771253,Brooklyn,Bedford-Stuyvesant,40.69378,-73.95294,Entire rental unit,Entire home/apt,2,1,,1 bath,111.5,true,1,5.0,172,60,6690
840868276915949369,488875309,Brooklyn,Bedford-Stuyvesant,40.681367372079251,-73.940214158663238,Private room in home,Private room,2,,,1.5 shared baths,61.58,false,21,4.62,88,0,0
766640621300950506,488875309,Brooklyn,Bedford-Stuyvesant,40.6806381,-73.9392341,Private room in home,Private room,2,1,,1.5 baths,83.53,false,21,4.62,88,0,0
1094241915446241027,488875309,Brooklyn,Bedford-Stuyvesant,40.68142,-73.9403,Entire rental unit,Entire home/apt,4,1,,1 bath,137.17,false,0,,360,0,0
1618426112895983366,488884446,Brooklyn,Bedford-Stuyvesant,40.67698,-73.91531,Private room in rental unit,Private room,1,1,,1 shared bath,70.0,true,0,,137,0,0
1627112340346096573,488884446,Brooklyn,Bedford-Stuyvesant,40.6767,-73.91714,Private room in rental unit,Private room,1,1,,1 shared bath,61.63,true,0,,350,0,0
818209290472580619,489124684,Brooklyn,Bedford-Stuyvesant,40.683126523524834,-73.922813131836136,Private room in townhouse,Private room,2,1,2,2 baths,261.5,false,144,4.87,328,255,66683
966874541313648251,489124684,Brooklyn,Bedford-Stuyvesant,40.6913576,-73.9465214,Private room in rental unit,Private room,2,,,1 bath,56.03,false,4,4.0,123,60,3362
992285225039563541,489124684,Brooklyn,Bedford-Stuyvesant,40.69226802853953,-73.9461215474425,Private room in rental unit,Private room,2,,,1 bath,58.13,false,5,4.2,101,240,13951
977653299500768416,489124684,Brooklyn,Bedford-Stuyvesant,40.6913576,-73.9465214,Private room in rental unit,Private room,2,,,1 bath,60.1,false,13,4.54,209,255,15326
1475428810294784105,489124684,Brooklyn,Bedford-Stuyvesant,40.682828231709848,-73.922681050964414,Entire home,Entire home/apt,4,2,,2 baths,297.17,false,1,5.0,365,60,17830
1023284107526996225,489124684,Brooklyn,Bedford-Stuyvesant,40.6913576,-73.9465214,Private room in rental unit,Private room,2,,,1 shared bath,55.23,false,4,4.75,130,60,3314
1104635195934537883,489124684,Brooklyn,Bedford-Stuyvesant,40.6913576,-73.9465214,Private room in rental unit,Private room,2,,,1 bath,76.23,false,2,5.0,63,120,9148
970433469370775501,489124684,Brooklyn,Bedford-Stuyvesant,40.6913576,-73.9465214,Private room in rental unit,Private room,2,,,1 bath,71.47,false,3,4.67,88,120,8576
1321222172535254758,489878101,Brooklyn,Bedford-Stuyvesant,40.67901,-73.91092,Private room in rental unit,Private room,2,,,1 shared bath,52.33,false,0,,365,0,0
942751602060214384,489878101,Brooklyn,Bedford-Stuyvesant,40.679350168109082,-73.910669374850656,Private room in rental unit,Private room,2,,,2 baths,56.2,false,4,4.25,227,120,6744
905382296461068453,489878101,Brooklyn,Bedford-Stuyvesant,40.67854,-73.91085,Private room in rental unit,Private room,2,3,,1 private bath,60.08,false,1,5.0,122,0,0
905636887650555871,489878101,Brooklyn,Bedford-Stuyvesant,40.679834482082065,-73.910860213965336,Private room in rental unit,Private room,2,,,1 shared bath,50.63,false,1,5.0,175,0,0
1258995260807014040,489878101,Brooklyn,Bedford-Stuyvesant,40.679810491430928,-73.910197242173211,Private room in rental unit,Private room,2,,,1 shared bath,54.5,false,0,,251,0,0
1258990448060451560,489878101,Brooklyn,Bedford-Stuyvesant,40.67947,-73.90914,Private room in rental unit,Private room,2,,,1 shared bath,56.2,false,1,3.0,318,60,3372
1205049196183731564,489878101,Brooklyn,Bedford-Stuyvesant,40.6779,-73.91051,Private room in rental unit,Private room,2,,,1 shared bath,50.92,false,0,,177,0,0
1205048660046515301,489878101,Brooklyn,Bedford-Stuyvesant,40.6799244080828,-73.908732098616838,Private room in rental unit,Private room,2,,,1 shared bath,59.59,false,0,,162,0,0
774843999742350040,490259214,Brooklyn,Bedford-Stuyvesant,40.693660844870955,-73.950231590179712,Entire condo,Entire home/apt,2,1,,1 bath,117.88,true,105,4.84,155,255,30059
1339361521089358191,491898524,Brooklyn,Bedford-Stuyvesant,40.68387,-73.94982,Entire home,Entire home/apt,5,3,,1.5 baths,160.03,true,1,5.0,216,60,9602
1577121988921836137,491898524,Brooklyn,Bedford-Stuyvesant,40.68595,-73.95123,Entire rental unit,Entire home/apt,4,2,,2 baths,173.3,true,0,,286,0,0
1382095868829399648,493207893,Brooklyn,Bedford-Stuyvesant,40.69446137318301,-73.933889575648877,Shared room in rental unit,Shared room,1,,,2 shared baths,37.24,false,0,,365,0,0
1100922370167379484,493207893,Brooklyn,Bedford-Stuyvesant,40.67914,-73.93855,Private room in rental unit,Private room,1,,,2 shared baths,81.49,false,0,,223,0,0
1111749756699029402,493207893,Brooklyn,Bedford-Stuyvesant,40.678733187067294,-73.938735689180234,Private room in rental unit,Private room,1,,,1 shared bath,81.49,false,1,3.0,313,60,4889
1111755170836154020,493207893,Brooklyn,Bedford-Stuyvesant,40.67934,-73.94064,Private room in rental unit,Private room,1,,,2 shared baths,81.49,false,0,,313,0,0
1394383556196482220,493207893,Brooklyn,Bedford-Stuyvesant,40.69249,-73.9341,Private room in rental unit,Private room,1,,,2 shared baths,50.01,false,0,,365,0,0
1445096330163449724,493207893,Brooklyn,Bedford-Stuyvesant,40.69445,-73.93282,Private room in rental unit,Private room,1,,,2 shared baths,51.53,false,0,,365,0,0
852368647478352245,493473453,Brooklyn,Bedford-Stuyvesant,40.684901155661265,-73.933049158305337,Entire townhouse,Entire home/apt,2,1,,1 bath,106.93,true,15,5.0,153,255,27267
793539365815167335,493519247,Brooklyn,Bedford-Stuyvesant,40.6806856,-73.9352588,Entire rental unit,Entire home/apt,2,1,,1 bath,241.0,true,121,4.64,245,255,61455
806522321999123347,496595115,Brooklyn,Bedford-Stuyvesant,40.682585750397443,-73.950520383790888,Private room in rental unit,Private room,2,2,,1 shared bath,503.0,true,44,4.91,270,0,0
812891874403369462,498058013,Brooklyn,Bedford-Stuyvesant,40.68387,-73.93745,Private room in rental unit,Private room,2,2,3,1 shared bath,172.0,false,22,4.73,252,255,43860
822516214222849642,500199803,Brooklyn,Bedford-Stuyvesant,40.690639518137928,-73.929361747543908,Entire home,Entire home/apt,8,3,,2.5 baths,414.82,false,0,,270,0,0
823802490232227719,500199803,Brooklyn,Bedford-Stuyvesant,40.6894037,-73.9358931,Entire home,Entire home/apt,6,2,,1 bath,331.85,false,0,,270,0,0
823801547229200571,500199803,Brooklyn,Bedford-Stuyvesant,40.690005701544621,-73.92818979570923,Entire rental unit,Entire home/apt,6,1,,1.5 baths,214.6,false,0,,270,0,0
999271132363384608,502141479,Brooklyn,Bedford-Stuyvesant,40.698677941759804,-73.939350869726752,Private room in rental unit,Private room,2,,,2 baths,51.47,false,2,2.0,269,0,0
1272520998450886557,502141479,Brooklyn,Bedford-Stuyvesant,40.689526567829759,-73.928466474642264,Private room in rental unit,Private room,2,,,2 shared baths,48.7,false,0,,257,0,0
1338521302250840685,502141479,Brooklyn,Bedford-Stuyvesant,40.688182868064771,-73.9266940915663,Private room in rental unit,Private room,2,,,2 shared baths,52.37,false,0,,256,0,0
1465255048717956652,502141479,Brooklyn,Bedford-Stuyvesant,40.6876,-73.92747,Private room in rental unit,Private room,1,2,,2 shared baths,46.47,false,0,,319,0,0
842790326832860482,502141479,Brooklyn,Bedford-Stuyvesant,40.687788293235336,-73.9267715521262,Private room in rental unit,Private room,2,,,2 shared baths,54.23,false,3,4.33,197,0,0
897089711642898827,502141479,Brooklyn,Bedford-Stuyvesant,40.698741791952187,-73.939590527297938,Private room in rental unit,Private room,1,,,2 shared baths,46.47,false,1,4.0,104,0,0
1049318056495875404,502141479,Brooklyn,Bedford-Stuyvesant,40.68984,-73.92814,Private room in rental unit,Private room,2,,,2 shared baths,52.37,false,2,4.0,162,60,3142
1070382902215466684,502141479,Brooklyn,Bedford-Stuyvesant,40.689650844420484,-73.92830834274271,Private room in rental unit,Private room,1,,,2 baths,52.0,false,1,4.0,224,0,0
1421041755268961448,502657573,Brooklyn,Bedford-Stuyvesant,40.6866132,-73.9551316,Entire condo,Entire home/apt,2,1,,1 bath,172.0,true,0,,165,0,0
1637742582231575777,502657573,Brooklyn,Bedford-Stuyvesant,40.690598799187484,-73.935782043180311,Entire townhouse,Entire home/apt,4,2,,2.5 baths,304.93,true,0,,277,0,0
1426931115135644892,502657573,Brooklyn,Bedford-Stuyvesant,40.6810422,-73.938701999999992,Entire rental unit,Entire home/apt,2,1,,1 bath,245.77,true,0,,353,0,0
838321552121170735,503531800,Brooklyn,Bedford-Stuyvesant,40.692,-73.93193,Entire rental unit,Entire home/apt,4,2,,1 bath,165.83,false,29,4.83,300,240,39799
871090697729762049,504070879,Brooklyn,Bedford-Stuyvesant,40.681980429841055,-73.935354394073258,Private room in home,Private room,1,,,1 shared bath,69.17,false,3,5.0,364,60,4150
840836892210118758,504070879,Brooklyn,Bedford-Stuyvesant,40.683518310845479,-73.933061067265569,Private room in home,Private room,1,,,1 shared bath,69.17,false,2,5.0,196,0,0
1564040250620534017,504542818,Brooklyn,Bedford-Stuyvesant,40.6837495,-73.9216417,Private room in rental unit,Private room,2,1,,1 shared bath,77.53,false,0,,351,0,0
1552326629198584638,504542818,Brooklyn,Bedford-Stuyvesant,40.6837495,-73.9216417,Private room in home,Private room,1,1,,1 shared bath,63.0,false,0,,351,0,0
1564050543079013847,504542818,Brooklyn,Bedford-Stuyvesant,40.6837495,-73.9216417,Private room in home,Private room,5,1,,1 shared bath,193.8,false,0,,351,0,0
1552360836670897131,504542818,Brooklyn,Bedford-Stuyvesant,40.6837495,-73.9216417,Private room in home,Private room,2,1,,1 shared bath,77.53,false,1,5.0,89,60,4652
890797400522621481,505438983,Brooklyn,Bedford-Stuyvesant,40.688195707982821,-73.928706889619519,Private room in rental unit,Private room,3,,,1.5 baths,134.21,false,2,5.0,365,0,0
1491506438693244105,512171605,Brooklyn,Bedford-Stuyvesant,40.67883,-73.90847,Entire rental unit,Entire home/apt,6,3,,2 baths,470.5,false,0,,364,0,0
1508922452014896346,512171605,Brooklyn,Bedford-Stuyvesant,40.68582,-73.93011,Entire rental unit,Entire home/apt,4,,,1 bath,145.94,false,0,,269,0,0
1491292998536920386,512171605,Brooklyn,Bedford-Stuyvesant,40.6788,-73.9104,Entire rental unit,Entire home/apt,7,2,,1.5 baths,449.13,false,0,,288,0,0
1578417066922062424,514336590,Brooklyn,Bedford-Stuyvesant,40.686002944517817,-73.954899592288541,Private room in rental unit,Private room,2,1,,1 shared bath,105.94,false,0,,281,0,0
892107678392660367,514902755,Brooklyn,Bedford-Stuyvesant,40.69099,-73.95019,Private room in rental unit,Private room,1,,,0 shared baths,79.3,false,16,5.0,74,0,0
1377793371157919970,516378164,Brooklyn,Bedford-Stuyvesant,40.68691,-73.95959,Entire condo,Entire home/apt,2,1,,1 bath,176.62,true,3,5.0,249,180,31792
900438606900160902,516778982,Brooklyn,Bedford-Stuyvesant,40.67940990937123,-73.910466910612016,Private room in rental unit,Private room,2,,,1 bath,61.95,false,0,,364,0,0
971852833016548288,516778982,Brooklyn,Bedford-Stuyvesant,40.679014165451044,-73.908786936555927,Entire rental unit,Entire home/apt,2,1,,1 bath,94.58,false,0,,360,0,0
908758734185174325,518782995,Brooklyn,Bedford-Stuyvesant,40.683700671779874,-73.938737007409671,Private room in rental unit,Private room,2,,,1 bath,79.4,false,0,,363,0,0
921643385169345805,521935328,Brooklyn,Bedford-Stuyvesant,40.688030576314546,-73.9349412685157,Entire rental unit,Entire home/apt,3,2,,1 bath,217.43,false,0,,87,0,0
1500401837637096763,525109336,Brooklyn,Bedford-Stuyvesant,40.69053,-73.93614,Private room in rental unit,Private room,1,,,1.5 shared baths,44.25,false,0,,89,0,0
1503248473696837555,525109336,Brooklyn,Bedford-Stuyvesant,40.69033,-73.93632,Private room in rental unit,Private room,1,1,,2.5 shared baths,53.57,false,3,4.67,62,180,9643
1195877462949588986,525109336,Brooklyn,Bedford-Stuyvesant,40.690381426403945,-73.937905903645557,Private room in rental unit,Private room,2,,,1 shared bath,72.45,false,2,5.0,253,60,4347
1153814539476222987,525109336,Brooklyn,Bedford-Stuyvesant,40.68972,-73.93845,Private room in rental unit,Private room,2,,,1 shared bath,85.18,false,3,3.33,168,60,5111
1502571480276855109,525109336,Brooklyn,Bedford-Stuyvesant,40.69031,-73.93762,Private room in rental unit,Private room,1,,,1.5 shared baths,55.36,false,3,5.0,337,180,9965
1503229684954703932,525109336,Brooklyn,Bedford-Stuyvesant,40.6894979,-73.9370258,Private room in rental unit,Private room,1,1,,2.5 shared baths,49.8,false,1,5.0,52,60,2988
1506600351282311868,525109336,Brooklyn,Bedford-Stuyvesant,40.688469451939177,-73.93586206084376,Private room in rental unit,Private room,1,1,,2.5 shared baths,63.05,false,1,4.0,82,60,3783
933401156085324658,525109336,Brooklyn,Bedford-Stuyvesant,40.6826,-73.94169,Private room in rental unit,Private room,2,,,2 shared baths,77.73,false,6,4.83,165,60,4664
1152230381113264288,525109336,Brooklyn,Bedford-Stuyvesant,40.68844,-73.93994,Private room in rental unit,Private room,1,,,2 shared baths,57.53,false,5,4.8,240,120,6904
1503243061864104142,525109336,Brooklyn,Bedford-Stuyvesant,40.69041,-73.93746,Private room in rental unit,Private room,1,1,,2.5 shared baths,55.33,false,2,5.0,36,120,6640
1499719494093367309,525109336,Brooklyn,Bedford-Stuyvesant,40.69022,-73.93655,Private room in rental unit,Private room,1,,,1.5 shared baths,59.77,false,4,5.0,340,240,14345
1240067700548682182,525109336,Brooklyn,Bedford-Stuyvesant,40.6905,-73.93837,Private room in rental unit,Private room,1,,,1 shared bath,82.97,false,3,5.0,164,60,4978
1499993046967807902,525109336,Brooklyn,Bedford-Stuyvesant,40.68861,-73.93754,Private room in rental unit,Private room,1,,,1.5 shared baths,60.87,false,1,4.0,81,60,3652
933401164471711683,525109336,Brooklyn,Bedford-Stuyvesant,40.68886758023077,-73.93861059664637,Private room in rental unit,Private room,2,,,2 shared baths,73.87,false,7,5.0,217,180,13297
1268429745017861072,525109336,Brooklyn,Bedford-Stuyvesant,40.69022,-73.93642,Private room in rental unit,Private room,1,,,1.5 shared baths,60.17,false,3,4.0,75,180,10831
1567174534291910085,525109336,Brooklyn,Bedford-Stuyvesant,40.6894979,-73.9370258,Entire rental unit,Entire home/apt,4,2,,1 bath,191.37,false,0,,63,0,0
961583712267369586,525109336,Brooklyn,Bedford-Stuyvesant,40.685140809488374,-73.9470908463067,Private room in rental unit,Private room,2,,,2 baths,59.14,false,12,4.42,65,120,7097
957270452215143039,531641326,Brooklyn,Bedford-Stuyvesant,40.68975,-73.93846,Private room in rental unit,Private room,2,4,,2 baths,446.09,true,107,4.95,266,255,113753
969429540603462926,533292672,Brooklyn,Bedford-Stuyvesant,40.68481,-73.93558,Private room in rental unit,Private room,2,,,1 private bath,62.97,false,1,3.0,269,60,3778
969462426603921243,533292672,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room in rental unit,Private room,2,1,,1 bath,50.37,false,1,4.0,269,0,0
969463803755237494,533292672,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room in rental unit,Private room,2,,,1 shared bath,50.37,false,0,,269,0,0
984675312100441360,533292672,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room in rental unit,Private room,2,,,1 bath,64.9,false,0,,269,0,0
984129955873097270,533292672,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room in rental unit,Private room,2,,,1 bath,50.37,false,3,4.33,269,60,3022
975446337136486679,533292672,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room in rental unit,Private room,2,,,1 bath,64.9,false,0,,269,0,0
963743118811741225,533292672,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room in rental unit,Private room,2,,,1 bath,50.37,false,0,,269,0,0
969458692398111487,533292672,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room in rental unit,Private room,2,,,1 bath,63.93,false,0,,269,0,0
984132532393018457,533292672,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room in rental unit,Private room,2,,,1 bath,50.37,false,4,4.5,269,0,0
969461391626046879,533292672,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room in rental unit,Private room,2,,,1 shared bath,50.37,false,0,,269,0,0
984669584272464560,533292672,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room in rental unit,Private room,2,,,1 bath,50.37,false,0,,269,0,0
984665381826134150,533292672,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room in rental unit,Private room,2,,,2 baths,50.37,false,0,,269,0,0
984125807958212444,533292672,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room in rental unit,Private room,2,,,1 bath,64.9,false,0,,269,0,0
984676295568733978,533292672,Brooklyn,Bedford-Stuyvesant,40.68481,-73.93558,Private room in rental unit,Private room,2,,,1 bath,50.37,false,3,4.67,269,60,3022
963753922876932895,533292672,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room in rental unit,Private room,2,,,1 bath,50.37,false,0,,269,0,0
984670477924074027,533292672,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room in rental unit,Private room,2,,,1 bath,50.37,false,0,,269,0,0
984671810028101771,533292672,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room in rental unit,Private room,2,,,1 bath,50.37,false,0,,269,0,0
984673166695575558,533292672,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room in rental unit,Private room,2,,,1 bath,50.37,false,0,,269,0,0
975443645021222998,533292672,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room in rental unit,Private room,2,,,1 bath,68.77,false,1,2.0,269,0,0
963752814816200902,533292672,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room in rental unit,Private room,2,,,1 shared bath,50.37,false,0,,269,0,0
1234370192919720687,533397346,Brooklyn,Bedford-Stuyvesant,40.678633513883874,-73.915230822841139,Private room in home,Private room,3,,,2 shared baths,58.63,false,0,,312,0,0
964125398757840958,533397346,Brooklyn,Bedford-Stuyvesant,40.678301301221857,-73.9134824193457,Private room in home,Private room,3,,,2 shared baths,70.07,false,1,5.0,365,0,0
1234371026530565179,533397346,Brooklyn,Bedford-Stuyvesant,40.67657,-73.91489,Private room in home,Private room,3,,,2 shared baths,60.87,false,0,,364,0,0
969035784970111373,534575586,Brooklyn,Bedford-Stuyvesant,40.683602188171157,-73.930338151070984,Entire rental unit,Entire home/apt,4,2,,1 bath,211.56,false,5,5.0,270,0,0
1455297121466163887,535892414,Brooklyn,Bedford-Stuyvesant,40.67885,-73.90845,Private room in home,Private room,1,,,1 private bath,46.78,false,5,4.6,214,255,11929
1457309538735949953,535892414,Brooklyn,Bedford-Stuyvesant,40.67913,-73.90835,Private room in home,Private room,1,,,1 shared bath,47.09,false,1,5.0,294,60,2825
1641479712612774109,535892414,Brooklyn,Bedford-Stuyvesant,40.67697,-73.90969,Private room in home,Private room,1,1,,1 shared bath,45.34,false,0,,355,0,0
1352595673565168695,535892414,Brooklyn,Bedford-Stuyvesant,40.678996983106572,-73.910052517059327,Private room in home,Private room,1,,,1 shared bath,51.45,false,3,4.33,350,180,9261
1349656149856482244,535892414,Brooklyn,Bedford-Stuyvesant,40.676893941251471,-73.908327975804269,Private room in home,Private room,1,,,1 private bath,52.33,false,1,2.0,289,60,3140
1352575777428498061,535892414,Brooklyn,Bedford-Stuyvesant,40.676922780160716,-73.908651361647486,Private room in home,Private room,1,,,1 shared bath,44.35,false,1,5.0,209,60,2661
